Monthly_Hours,Performance_Score,Hours_Experience_Interaction,Cert_Intensity,Department_London,Department_Paris,Department_Tokyo
173.11775611198783,65.73387012683325,1243.165214477023,0.7417518747359648,0,0,1
150.253521597276,44.838584553010165,673.6457658534451,0.8223888496056916,1,0,0
141.95198716916283,42.206571821196135,588.65370489831,0.6528279693130887,1,0,0
155.8768638340946,57.324423106246165,646.4068395333438,0.9194689076009865,0,0,1
152.6919561820761,93.45355012345101,2129.9219678744707,0.7117871767356702,0,1,0
154.72118023275237,67.72906835562203,1330.620514306109,0.7564638336029532,1,0,0
195.27306100065144,17.422028983455753,662.6071908913365,0.7814089642529811,0,0,1
140.5582500362516,64.43123004865603,1041.4584008990926,0.7886002161559317,0,0,1
146.75453814002702,49.28519622281405,880.0694709392211,0.8622336745217468,0,0,1
162.72139930170957,18.713020628202965,105.40194520481282,1.6326536529077045,0,0,1
165.99503955862923,23.684797198386555,334.2686678045111,0.3662164705624552,0,0,1
151.63865420337518,41.27039561386753,958.1283683306084,0.8457175393549367,1,0,0
153.80503266784848,93.42592506264674,797.6067623519741,1.8918504529193154,1,0,0
146.09952536729034,35.20414601854249,757.6473109369462,0.7349636789452684,0,1,0
159.52841244437835,26.70646724154991,506.356313024773,0.8565967535408701,0,1,0
147.2735704871378,34.222002123495116,801.4661025696015,0.7668201400264141,0,1,0
168.596917198618,33.64494687526183,508.46359307005434,0.771521672192565,1,0,0
163.12342346950513,29.49122393700883,644.8634560165752,0.7308324160443589,0,1,0
154.60555491321307,34.32253715042872,764.9739749288925,0.9397408629157835,0,1,0
164.51661008787613,12.232160888691165,315.9396581511152,0.8132034561223311,1,0,0
162.75751774483757,70.42022678272582,1450.1988254613868,0.9460685930496098,1,0,0
154.56806227823307,26.687039435658686,248.16587735584054,0.782379121268729,0,1,0
165.24700036851863,12.764215124131761,234.3830951627444,0.560742180768252,0,0,1
144.93918104736986,40.79081295973017,840.9155692647748,0.7073570969306093,1,0,0
158.5680362936639,63.548431308708324,1338.323966191619,0.7344774306467291,0,1,0
133.35630499800322,42.091572831189495,691.5631356379831,0.765709963119987,0,0,1
147.50415914498862,34.78662001915407,578.5325977470179,0.8921075174768138,1,0,0
173.73085413340243,21.70317510922919,594.1125255607618,0.6012322032158167,0,1,0
162.37481171421877,76.22776452853374,1674.6360423993558,0.8848127633712919,1,0,0
158.2485112630713,30.558048613336638,1006.9561371960455,0.7994779721305163,0,0,1
168.80786543926374,37.92181118888763,616.4789714783228,0.8469073484221455,1,0,0
167.17354018222483,38.813084182407806,469.72748778839923,1.0978195957982195,0,1,0
155.1813585082313,52.13398316364941,1204.65067501074,0.8962197982152831,1,0,0
187.48835565218803,73.03468590430764,1903.0677473738076,0.828608939373076,0,1,0
172.212276431774,62.16801967781853,1643.5301349939075,0.7949796239876993,0,1,0
167.2310009100308,32.39375784508443,401.87969894522774,0.38621964020955074,1,0,0
165.5309972097628,45.95979217547969,644.8249077654747,0.7387304733899972,0,1,0
195.27306100065144,25.49095619627249,656.9581164624473,0.7949918166056891,1,0,0
131.08491130981585,41.42246145729444,565.6136102873054,0.7189450642075008,1,0,0
155.81674908773866,76.77198278310382,1379.487059941793,0.8331761403292495,0,1,0
172.67736956776483,81.44732644022824,2125.1036711614097,0.8060104280398374,1,0,0
146.51313312397113,43.5729190852022,957.5309291906348,0.8202465317209994,0,0,1
138.92215229794638,50.99721296703325,402.114875019215,0.7130834352490497,0,1,0
159.21393324133797,41.12108518791493,774.1818731777431,0.8498644512832952,0,1,0
185.56158274383236,90.05955033851578,2567.730409790265,0.7174826836095372,1,0,0
178.70337573302078,47.117908691945935,955.1276917954356,0.7342558961522504,0,1,0
159.06993985950953,40.03089780057742,624.99440062085,1.0039979790003897,0,0,1
195.27306100065144,35.02121363811645,819.4746941855749,0.8187438011341215,1,0,0
154.50239469447922,49.922848537209816,1006.512044569447,0.8385743849950602,0,0,1
134.44192619759923,35.35050607170656,332.9985621502571,0.9544307937944553,1,0,0
166.41470668665528,7.7539465595028805,548.7676980099485,0.8593030804281674,0,0,1
163.76083576513352,38.0466461323468,1547.4280789249929,0.89100484982812,1,0,0
147.7001742767614,44.590079852415485,942.9744589992156,0.859031250003586,0,0,1
155.50242705587678,57.56205155725751,1518.9540355033405,0.8597032192683305,1,0,0
188.5620488435951,25.340692404681437,517.4250763138622,0.6190401343876599,1,0,0
184.38938373043095,37.610236894827516,707.1894795830549,0.8421937056847952,0,1,0
193.281703501722,58.87358147895078,1205.4575723085059,0.833964281495826,0,0,1
123.73783463356236,39.94085982775517,752.4180672830738,0.819411702601376,1,0,0
164.43436733120643,23.403006519515486,210.07094277166144,0.7416408156395716,1,0,0
150.96240569373467,35.99665489423261,534.6158844793646,0.5682597454974693,0,1,0
182.15401639177412,42.654315253678455,801.6589356046618,0.7701593325472713,0,1,0
142.48330673098098,26.983024251508034,959.4564598061166,0.8443549042152915,0,1,0
123.73783463356236,35.17270884980519,750.5059654267607,0.8491773617719967,0,1,0
143.54046208550733,45.552583580217764,677.1060378982451,0.7256870807814519,1,0,0
151.16699759891955,26.91312770767776,97.09686720720262,1.5880340409180744,0,0,1
147.44106353425448,47.59025452139706,722.1683319349949,0.7463413333183582,0,1,0
156.1952836325516,39.49465268113073,817.9817491948937,0.9248987840770487,1,0,0
151.9131594527653,104.71293817100982,3325.9857053199025,0.45466959243973687,0,0,1
151.77596807612383,26.349243540280156,651.328250354899,0.7570648137228515,0,1,0
172.5000086767046,39.8008152481588,1080.0533572015156,0.9761803041372309,1,0,0
164.6308693753331,74.93358298452782,1787.9963214547392,0.7877939132129564,0,1,0
163.308121405208,55.328191623440254,1390.4409614169429,0.8934835852676152,1,0,0
152.30205453229905,36.400272122952785,197.8002613437842,0.5495073360897825,0,0,1
149.23121663878598,41.96603453849211,307.59324711508253,1.1328228296101275,1,0,0
164.5290573599621,22.04808879243081,511.9817071579006,0.7846088849897311,1,0,0
157.37350262349395,28.0682578567406,169.6410165202434,0.9003813700138272,0,0,1
162.91161446430036,37.86727996117355,858.5885007709146,0.8584094288683719,0,0,1
152.031785580886,29.56956239897926,337.13552159888116,0.7843464097003418,0,1,0
156.72438297782801,77.29780874957382,2151.1403034555374,0.7232945420609412,0,1,0
170.2203926566442,28.42027203167015,655.9459263434792,0.6073634389020817,0,0,1
166.12910961552652,41.43495311040547,861.5173310941691,1.547954347781469,0,0,1
150.5828459994344,43.8131663052357,239.03734363432807,0.3070117936559694,1,0,0
147.42121302329153,24.170835571658323,147.53170444553876,1.241799500463659,0,1,0
146.69978616574815,32.72728712905772,843.4819949504724,0.9317736504251679,0,1,0
195.27306100065144,112.76627615814925,1186.3954357852513,0.7479069031146098,0,0,1
178.43470753733592,55.47671940392222,1548.8781972885388,0.8169253863916415,0,1,0
159.55296620074964,51.63211114791743,1165.7149778194887,0.7638751019400863,0,1,0
166.87580055327226,55.91874347302978,1041.4169710688504,0.8196466644005179,0,0,1
128.69459472096898,33.335471655446604,360.55647141710523,0.7676269999253668,1,0,0
151.230734040142,47.433037283653505,900.5086588280876,0.9003474303941142,1,0,0
159.53411600693647,47.12155663619927,992.8003915868416,0.9401697456863762,0,1,0
195.27306100065144,76.67179105112307,3176.3558511714946,0.6110143938033173,1,0,0
149.98330665296672,42.853107294213935,1060.2051045683827,0.8235506097192775,1,0,0
158.69913104310632,17.128586941983833,822.9867248409224,0.17771255290557733,0,1,0
157.19006472390438,69.33075278045328,1369.099325490675,0.7946147283820229,0,0,1
126.42653150012542,53.932654099286324,1230.9121528458825,0.8904044657079849,0,1,0
195.27306100065144,85.11087016375375,1323.0013591807153,0.9551312311551986,0,1,0
150.89702233214237,41.125775266467514,619.9693967998865,0.6831556359047316,1,0,0
166.86529879080328,20.65933426067622,435.86151126232426,0.7094305854247396,0,0,1
123.73783463356236,31.907935856110043,582.4700682186067,0.82957209862139,0,0,1
152.50404735772554,71.26723293042407,982.2904395140982,0.8584207191507233,0,1,0
152.1062821522387,48.33464050063334,768.2166337634277,0.7549025629882993,1,0,0
180.8250666731267,81.00500884798015,2351.9159942248234,0.7629754474741606,1,0,0
147.67129493864576,53.38987856069471,1157.1136522092156,0.8094341883582046,1,0,0
163.48247083110795,37.45316015499509,385.9429045087624,0.8125212823172132,0,1,0
160.4565947570107,32.30840483361586,303.83466523968207,0.9443748089994242,0,0,1
172.84864763096064,49.11541190005794,1229.1359539238356,0.8386578477261365,0,0,1
195.27306100065144,107.71469143667254,816.9263304575265,0.7792185341688236,0,1,0
163.2309475818443,43.05679214664511,846.4879552905261,1.3253672529082206,0,0,1
149.16626085506863,43.73716199331335,704.5429243116236,0.7940194892794538,1,0,0
128.73830590752118,18.466888953191525,307.06429552005517,0.7637294461297507,1,0,0
185.87044974641663,30.09083118834313,209.77323606588584,1.4314130436797168,0,0,1
151.65213053408698,46.91993728442257,891.0870251601705,0.882708204541574,1,0,0
164.30993356604515,16.507022425946204,256.4474847797289,0.7098587901581211,0,0,1
159.31731632048135,29.056778168097168,366.2087569517595,0.9598456772547617,0,0,1
153.63645499902935,39.27791184415342,863.3322260807038,0.8059545897112864,0,1,0
151.45250607641862,61.95549752057154,791.9219254814178,0.9441221157114257,0,0,1
164.94263103359515,29.112515440091318,288.84190587844154,0.9039233667538924,0,0,1
162.31995510390297,50.50306803751649,1700.6228729979327,0.8368912415398015,0,1,0
171.2586875128265,86.79389621020461,1762.6929355227312,0.8633613141124682,1,0,0
164.26172584991824,45.402931478737585,1194.4689935398735,0.7319223458687716,1,0,0
143.04895991439463,40.88519289510749,741.8275969001404,1.061766942163688,1,0,0
153.2498071300628,73.12086907540245,1114.4026167904021,0.757490423075243,0,1,0
178.8572382529386,69.74248960610544,1731.280803457208,0.8486166773515402,1,0,0
151.96997369475665,62.05928785395425,1211.3414270780565,0.9467989908169281,1,0,0
165.3768042731443,36.69024874724898,424.09119072332265,1.2368235301228852,1,0,0
163.54450843636204,33.53239563461356,676.7055443651616,0.9052240699487821,0,0,1
171.3688277488543,113.36081304638955,3494.141266701223,0.4880525565154186,0,0,1
170.28261608185306,16.40795184487696,118.25326630014685,0.0,0,0,1
195.27306100065144,126.88267468420528,661.1729343131304,0.7477773283254963,0,1,0
157.36654081751178,70.3467179542437,1654.6206844678638,0.804882972520152,0,0,1
123.73783463356236,43.68113499783577,335.304843524258,0.7092697943779088,0,0,1
160.43593341920032,55.98733936226177,1302.8902466182506,0.829433987694856,0,1,0
179.4380767279452,36.28289147530991,929.2351379160676,0.7891796561337847,0,1,0
149.21751418586905,14.885260435351,429.3188955352688,0.48903215842184283,1,0,0
158.69913104310632,94.78273995493738,822.9867248409224,0.1580704868779537,0,0,1
157.07954055824976,61.43622263897674,904.3787882780118,0.7439178804924299,1,0,0
159.03717734337255,19.623127474114916,400.1101781474173,0.8632361273471107,0,1,0
160.14474640599923,44.11466504217488,731.6472375548456,1.0539216608991315,0,1,0
163.78360594640017,38.73171798671915,1182.8293003581305,0.7756078231977298,1,0,0
158.25656435317063,56.06087413990432,1449.3827578545454,0.7041715219664894,1,0,0
163.2206977475579,35.88592296511162,551.1794955499904,0.7844236810796172,0,1,0
183.67177086343276,15.446760459501771,527.5980518735618,1.0065951416799108,1,0,0
174.78174528422826,24.967533170053454,268.100906024224,1.3972573281950518,0,0,1
173.03731888745344,56.25616324052014,1637.6056703156705,0.7768315506723565,0,1,0
163.3720787018136,114.09017260097608,3029.7642677515137,0.5363317013871644,0,1,0
166.82163132931996,63.809278084117224,1694.8125441107513,0.8190377287314818,0,1,0
174.32950837356628,85.26135682167298,2037.354648980248,0.8382941816111299,0,1,0
173.1407018879469,28.16559875418128,472.58794170095723,1.287240033125962,0,1,0
160.93346688258703,39.20223579116648,1114.2075685044492,0.7309003375466483,0,1,0
150.94029061046155,43.42547073509516,1304.1555814543983,0.8547904842043782,0,0,1
156.21768154471368,6.512660942849607,310.7819227006027,0.9212383750671752,0,0,1
135.40773756211848,91.67763427630116,702.2015163025544,1.8918504529193154,0,0,1
154.1129334090869,47.26180403761339,193.35629713000182,0.82341846153314,1,0,0
174.9485576586917,86.43209237615724,2259.8054541119823,0.7682278744698169,0,1,0
153.00256931157702,38.24995766665492,190.61769758042192,0.6413400167811297,0,0,1
158.964809681947,38.699517499863056,330.74424636115214,0.8727291459240599,1,0,0
157.14245341003283,45.589642639307485,1101.8438301757594,0.8139194172502175,1,0,0
164.86085542332341,55.51546492631779,869.6812243632206,0.8920047812724721,0,1,0
142.78462915276498,27.748865497806516,521.339507156026,0.7780755444886097,1,0,0
162.37800993870735,81.54789255991486,2273.5245696509037,0.7091478662608265,1,0,0
123.73783463356236,17.30196310581668,194.87695100252742,0.7905156532933084,0,0,1
153.3690249722667,36.28205854788062,680.1727002718246,0.9554108341578912,0,1,0
135.5429013442729,58.37891112377234,1035.8439643091347,0.8357021166618448,1,0,0
178.08991774820225,41.94583806898764,923.544049494333,0.8243275009673439,0,0,1
171.66111029146768,40.83348238300593,507.3047085872225,1.0286948388289696,0,0,1
167.0000647294912,40.68310606274538,508.8711998059718,0.6790932211188118,0,1,0
154.9756486581936,67.03664349906552,1404.8697165073995,0.8050596087543427,1,0,0
123.73783463356236,80.75311408782375,1157.7003320608173,0.8095148421238126,0,0,1
186.21044796873338,62.930453775889276,1170.7230554058392,0.9442868244949963,0,0,1
160.4972265226508,31.95220919327943,502.2121404628572,1.3095316022349188,0,0,1
177.03430220774416,45.81851442587059,870.9175172556894,0.9382617326065136,0,1,0
172.35105110889953,46.920191971033425,942.4692730355331,0.8547805256592553,1,0,0
147.6322875770849,52.05718427015587,1097.2486844910425,0.8350713758648745,0,1,0
168.03535451913007,32.61682915170344,715.3402272874296,0.8632604898948989,1,0,0
152.06533437903977,35.782089496674175,1357.41678775312,0.869449454433411,0,0,1
144.1516353585962,65.88703505722555,1277.0167758961402,0.876522150246928,0,1,0
178.34624600642988,88.0084020156544,2131.569550921635,0.8297473692359141,1,0,0
163.09167921200248,29.409477276431254,828.7975809526681,0.8422401982041655,0,1,0
165.2875745253532,54.39797658013981,1051.8085591720055,0.8215836582801352,1,0,0
132.69095049177224,21.870723462861477,688.1127202365752,0.3760851704081248,0,1,0
164.05086037587134,120.86413460874762,2997.2565739073843,0.5443572599946964,1,0,0
131.31617536870334,58.0265245548658,1439.2581352505686,0.8691477007858535,0,0,1
151.18399232306973,49.653214970717855,1320.6721168231634,0.6739840132817201,1,0,0
139.47527441750785,56.75946248857362,690.7817409473366,0.8980831059429984,0,1,0
189.8091399884621,28.864568576646786,430.45757860857225,0.8552233575042926,0,0,1
173.6704408326208,78.86890865887081,1703.2349411860218,0.8404762597040113,0,1,0
170.94504423657568,22.43060892916045,761.0133824875383,0.7886486351852645,0,1,0
178.95560016482003,36.58877208640819,1212.576116040158,0.9193814484934665,0,0,1
147.30526033801397,21.196437658864284,459.4556181333786,0.9707687522416537,1,0,0
195.27306100065144,42.05073757735305,1173.59602822237,0.772841753635792,1,0,0
140.89441921391875,18.678830623350628,730.6545149622217,0.5663373334344419,0,1,0
195.27306100065144,15.635757560800537,661.6942022544896,0.686371281270633,1,0,0
179.08530250160152,52.02271261048062,1066.2108771998944,0.7220095609874103,0,0,1
162.56734794593893,14.253291502192958,199.50206826678678,0.5498495439660166,1,0,0
164.33085494237534,14.696634679451327,211.97155885937352,1.0990790228788527,0,0,1
135.17668845657556,20.158471075685767,365.21001067307657,0.9897577415200628,0,0,1
145.59930557080804,24.001299886416273,755.0532560779076,0.7268264979918228,1,0,0
158.15936599606414,32.41825329312155,1441.0815165295035,0.8801303285026696,0,1,0
146.35706661705112,37.31860024499138,644.8183467101939,0.8884148360068445,1,0,0
143.04694412989113,34.643523099571965,705.0270513178008,0.7693140278437429,0,1,0
195.27306100065144,36.152474715823175,773.9225260720427,0.8822304038451583,1,0,0
182.7459108288036,39.94117381887242,1161.701791380377,0.8988165545493337,0,0,1
159.67322037276168,37.16684585299227,388.28354553068465,0.9653932938084943,0,0,1
161.08055291925618,63.31443019611268,739.4389576379959,0.9586147694618589,1,0,0
156.81686545148273,40.95470987352539,1054.2444050512374,0.8894490435561735,1,0,0
145.72122309966647,58.16454582317918,862.5373877669354,0.8650727214951093,0,0,1
161.16220777778292,45.02736339388997,813.6965282642466,0.9374114069145412,1,0,0
163.86628810214125,42.21847529123321,834.9855071510574,0.8310874657942958,0,0,1
144.73104348891252,46.63298667332584,750.550596470473,1.0723628908768734,0,1,0
165.01264625867347,109.84208387671164,3107.946789648221,0.5281337484005997,1,0,0
157.67111426762878,40.15307082403167,406.4777881375562,0.6791824014903705,0,0,1
131.38288663183914,97.65776395539464,2519.931251842218,0.5186706662842956,0,1,0
160.6419365412908,24.346199342255524,397.969327018849,0.788984543739346,0,0,1
153.79591699867532,30.172296207277277,70.82924633430812,0.0,0,0,1
156.1400359886906,44.80702856308764,503.9685143876666,0.7781837553655113,1,0,0
168.34829686800637,37.82820920982847,1084.8107994615734,0.692324062574428,1,0,0
139.96777646350162,93.94481110824279,2289.1436535247635,0.6077257581394201,0,0,1
162.42610780233363,35.33509543774896,367.9264020193364,0.8143169584976874,0,0,1
136.7904401659245,56.10044664384518,979.067218646793,0.781994562253829,1,0,0
176.2403658083061,34.53398096301258,252.32682727032312,1.0097046854093403,0,0,1
158.59545716891245,76.88027436200737,1760.4475475660452,0.7706463453305022,1,0,0
179.88694971313285,38.38729708843703,932.8631518834379,0.4736523919983183,0,0,1
140.69254647123626,91.31697728857728,1729.1224226614938,0.8070973967042858,1,0,0
172.17818079754403,32.53310658768643,786.7473863105917,0.7311508907556575,0,0,1
151.24601010480993,73.05382182997828,1737.7352612503403,0.8628528347367959,1,0,0
175.57568276528974,32.50956130573714,881.4489684003565,0.8144724370086239,0,1,0
137.20980886784736,27.521619008907532,711.3191337319673,0.8088852415718945,1,0,0
123.73783463356236,32.25941680295438,427.09556875982395,0.5439615693309093,0,1,0
153.23261712386503,47.186527175116424,794.6383126150753,1.317783718351246,0,1,0
168.2761119986638,43.653374379387465,872.6513205994037,0.7640836007536439,1,0,0
167.48322146469803,70.32177490216883,1217.3983278271714,0.8425315043955534,0,1,0
153.052579568719,36.410441057994696,168.53556455007438,0.8946971383085238,0,1,0
123.73783463356236,76.04240889580075,1455.2054679648857,0.8431424368608457,1,0,0
177.3085110138362,102.78174357504919,919.4918069593069,1.8918504529193154,0,0,1
131.9538745045687,64.53316820077929,720.6686938721051,0.563251746848345,1,0,0
154.17218837225485,109.68811514392446,2772.1886083313875,0.5530630868599109,0,1,0
162.85635834887586,83.98105485460893,2499.0511708977633,0.6474534858034441,0,1,0
166.7382808192755,46.365780010067695,1323.764478094105,0.9164835809137754,0,1,0
152.35289960213677,91.17101551517277,1888.3355606441617,0.8003531865061151,1,0,0
160.51661517558762,68.17579026951044,1656.7839202789985,0.8182564137949275,0,1,0
123.73783463356236,17.59576964189607,100.64700628400517,1.1987684464081259,0,1,0
150.12627381499226,29.659361286150286,604.631909921095,0.7114719249811677,0,0,1
166.802630688317,54.016985275734925,1388.7473813908111,0.8681799760599094,0,0,1
145.2655894861798,90.02301132206541,2081.913292728342,0.6929156081915759,0,1,0
